ARS_SUBJECT,CODE_STATUS,CODE_LEVEL,ID
military radioactive materials,ACTIVE,1,7d3dea9a-48ef-4484-9310-1854168f344a
military robotic equipment,ACTIVE,1,508eee8d-9188-487b-aaa5-df1b7b9ecf04
military scenario simulation equipment,ACTIVE,1,334c3f5f-7078-4aff-b3e7-55c7ef3401a2
military shotguns,ACTIVE,1,1118afa7-8b14-493d-bc71-0026f1133541
military software,ACTIVE,1,cf56207b-ce80-4694-8dcc-4f19e00b0117
military sonars,ACTIVE,1,50348eea-ec54-49ad-8cfe-457835a2de43
military spacecraft,ACTIVE,0,bf7d389c-2a71-4b73-8f19-b7fcc2826abe
military support aircraft,ACTIVE,1,2ae2eefd-5a32-4354-b9e1-3583fb105a83
military support vehicles,ACTIVE,1,8dfb16d1-ffa2-4af6-8798-415a54a74829
military toxic chemicals/agents,ACTIVE,1,0964bf03-2048-40d8-93b2-45e12cb816c1
military trailers,ACTIVE,1,cb8cd218-8b8e-4d57-a6c4-74d3149d19bd
military training aircraft,ACTIVE,1,343d0a33-83b7-42c0-b742-efa2977e3fa5
military training equipment,ACTIVE,1,afbcb324-911d-48ac-b186-cc8f1456c05c
military underwater remotely operated vehicles,ACTIVE,1,f6ffda90-e881-48d7-b088-5281eda7cdb8
millimetric wave components,ACTIVE,1,ca6ef355-4923-456e-8595-9421dcef1776
mixtures of metallic and non-metallic powders,ACTIVE,1,efd01691-a160-4343-a934-da06fdfbe73b
mixtures of non-military energetic materials,ACTIVE,1,8f24b0bf-2732-4ab0-a5dd-f5a49cf8f422
molybdenum alloy in particulate form,ACTIVE,1,a807027c-ca6e-4450-b756-f128efb5eed1
molybdenum in particulate form,ACTIVE,1,d18c51bb-c64d-480c-9300-68b2075c4f7f
mortar bombs,ACTIVE,1,7e5123da-bc82-4c35-9efc-74d7291b14c0
mortars,ACTIVE,1,b3bf773a-d118-4e35-bfd8-d559c8555355
motion simulators,ACTIVE,1,63826b0b-9f24-4c59-bf93-d5d084b4740d
multi-role missiles,ACTIVE,1,610bd335-2bd5-4a63-aef4-c8d2fb25fefb
munitions/ordnance detection/disposal equipment,ACTIVE,1,0250bed6-6c8f-40a2-b1a6-6f3ba1eb1b2b
natural uranium,ACTIVE,1,53870de1-9c02-4a60-a096-988d207353c5
naval communications equipment,ACTIVE,1,1f3d6409-763a-433a-adbb-742b484ad0e8
naval electrical/electronic equipment,ACTIVE,1,c4bf4202-6add-4255-94fd-7471cad9f86d
naval engines,ACTIVE,1,eebfd525-44d3-49e8-924e-d061cb96fe97
naval gun installations/mountings,ACTIVE,1,c65ddc12-ead5-4014-80a9-8f8655816b71
naval guns,ACTIVE,1,076d3142-e9d6-4827-8bed-4316ed3c6fe6
naval hull penetrators/connectors,ACTIVE,1,a01ac6fe-5da6-407b-8ca5-19335a3f1e86
naval mines,ACTIVE,1,d75f7e1c-8d5a-4556-bf92-bd668f34f083
neptunium-237,ACTIVE,1,d6d39664-9c22-49e3-a7cb-02b9af8f2377
net beds,ACTIVE,1,fa575597-0bf6-4570-974a-07638cb8815e
network analysers,ACTIVE,1,5ca771b2-66cf-4976-a4e0-f05f52955367
neural computers,ACTIVE,1,266cb5b0-85ad-49fb-8d8e-a742af9ebb4b
neutron generators,ACTIVE,1,b5a39f1a-659c-4486-9633-75bf157ac0db
nickel powders,ACTIVE,1,e0be2f1a-b77e-48a0-895e-2b66be2f5faf
noise reduction systems for marine vessels,ACTIVE,1,30e07c57-d364-45b4-aa10-bdb1c2b26e84
non-certified aero-engines,ACTIVE,1,f2b98aac-fc12-4461-8bbf-01c9bfa1bbb3
non-destructive test equipment for rocket motors,ACTIVE,1,86350f84-6c2f-4a8e-ad2d-e0941166fe0e
non-ferrous alloys,ACTIVE,1,4dc061f7-0484-40bd-b3db-6c0676e0627d
non-ferrous metals,ACTIVE,1,b0d9c183-c122-488f-9c39-0e0d381237ec
non-linear optical materials,ACTIVE,1,205032ac-d0f6-4722-b421-7a057292b032
non-military detonators,ACTIVE,1,c9fc9cd5-f95b-4d35-a27a-d33f6d99fc65
non-military energetic materials,ACTIVE,1,bdf9c129-44c7-4e81-a472-5de9b67ee3ac
non-military explosives,ACTIVE,1,3b23c5b1-d252-4cd3-a0fa-ed59dc193beb
non-military firing sets,ACTIVE,1,27f0380c-b399-4bbd-851b-54d9e8ec0d87
non-military multiple detonator arrangements,ACTIVE,1,a9fa4c0b-3683-42fc-af27-57e64c89eb39
nozzles for pyrolitic deposition,ACTIVE,1,6603237f-696b-4ddf-bb57-adeb90e06fb4
nuclear fuel reprocessing equipment,ACTIVE,1,bfb06ae6-73b5-4266-aa10-312a77d730a7
nuclear grade graphite,ACTIVE,1,f4cb9397-33c2-4366-9071-00ffee6d58e0
nuclear radiation detection equipment,ACTIVE,1,0bdd3bb5-5ae8-4680-8d59-82f1b7c7f9b6
nuclear reactor fuel element fabrication equipment,ACTIVE,1,c90f6b4e-f910-4920-9249-52e50f633cf4
nuclear reactors,ACTIVE,1,560c17c5-52ff-4889-b308-8cfdfcf8ac13
numerical control software,ACTIVE,1,2f2b21c7-7f27-4a8c-93bd-a2753c6613bf
ocean salvage systems,ACTIVE,1,b3013cbd-8afb-498e-a2d9-89ac74567be0
oil and gas industry equipment/materials,ACTIVE,1,ca58d428-6eeb-40b0-a5a6-6116d01768ba
optical components made from zinc selenide,ACTIVE,1,ef37fda5-061d-4053-88d8-0aa570b5ef5f
optical components made from zinc sulphide,ACTIVE,1,67a0548d-b9c7-4195-ba1b-47e5b5d042c7
optical computers,ACTIVE,1,0b2b969d-2819-4dd7-a2f6-b731fee07e85
optical control equipment,ACTIVE,1,ffa12b43-9c6d-47dc-9c51-1c1fefa4695c
optical equipment,ACTIVE,1,c6523704-f28a-4f54-9848-57fc30035203
optical glass,ACTIVE,1,a62af13d-28ea-4530-8415-b8486b6d87b9
optical material substrate blanks,ACTIVE,1,f6eee8c3-fb65-4164-8352-098ce13f17b0
optical materials,ACTIVE,1,0cd6e62e-507d-4e63-b8e8-af0eb1c34193
optical measurement equipment,ACTIVE,1,cac70c48-a851-47b7-ba63-1e77c5c1bdd7
optical mirrors,ACTIVE,1,dd71740b-ca4b-4851-b16e-8372aaef47fe
optical sensor materials,ACTIVE,1,f64dbcaa-cc22-4cd3-aacf-be98d517d6de
optical sensors,ACTIVE,1,ece5de48-1109-4141-bb06-8f792fbfd76c
optics finishing machines,ACTIVE,1,842c6f1b-6073-41ea-8752-f09495214e90
oscillators,ACTIVE,1,659ba9a9-fee5-4420-b7bb-b8634bbc4357
oxidisers,ACTIVE,1,c63310f0-5b79-47d7-8770-ecd61d5cfcb8
packings for distillation towers,ACTIVE,1,6e5f0e14-aa6c-4af3-97a4-c59c0f8316d2
pancuronium bromide,ACTIVE,1,f776b0c0-512d-49d5-8f98-28c2843d5f5f
parallel computing electronic assemblies,ACTIVE,1,84d25ccf-d7f2-4e93-a80b-eea4bb2eb7a1
particle beam weapon systems,ACTIVE,1,d7ced857-7ba6-48fc-810a-fba16c602661
particle counters,ACTIVE,1,0901f707-513c-4e6c-801f-0069387a9178
passive coherent location equipment,ACTIVE,1,c1aec3ba-17ec-4339-92ac-d1380f5e1caf
passive coherent location systems,ACTIVE,1,ce0a7b81-f1a7-4513-a5be-f86f9f191f8d
passive directional sensors for rockets,ACTIVE,1,2a52b019-6a1a-4dbf-a956-1d7a5faa8476
pathogenic genetic elements,ACTIVE,1,800e688e-36c3-442f-9289-d0758b335ba2
periscopes,ACTIVE,1,76401857-8e16-4d38-9ff4-cd3998c366ef
personal protective clothing,ACTIVE,1,2e254420-7fbc-468a-a470-e9820b6f5b8c
personal protective equipment,ACTIVE,1,be46d803-54ca-46b0-87e9-a216660bbecf
petrochemical plant,ACTIVE,1,74452d2a-e21d-4f6b-9d4e-8829bd10aa87
petroleum product production,ACTIVE,1,71c56dc5-0272-4f44-9a00-09e2cb758438
pharmaceutical production,ACTIVE,1,5feafe05-1d74-4aa8-b6ff-827dbf9af0eb
phased array antennas,ACTIVE,1,2ee471fe-d2f8-496a-872f-e492fdc62bae
photographic equipment,ACTIVE,1,ffd2d320-ff82-4fb5-bcb8-fc77bf0a278c
photographic materials,ACTIVE,1,ded0d364-56c6-4099-8c91-9e3a9a11d4a7
photomultiplier tubes,ACTIVE,1,8e3ba4d9-5463-47a3-8f0e-2b34289b40b5
pipeline inspection equipment,ACTIVE,1,b2dac828-33b7-472f-adea-81ae6972207f
pistols,ACTIVE,1,e4e5cfb0-ad36-46b8-adbd-0a514edeb77b
plant pathogens,ACTIVE,1,d2a6a423-9d3d-4daf-82af-e701bb2c6d06
platinized catalysts,ACTIVE,1,e3755bba-6ee0-4ca7-9075-2d78ea9fab1c
plutonium processing equipment,ACTIVE,1,4f97b478-98dc-45e8-9b85-113cae7079e6
plutonium-238,ACTIVE,1,846415dc-464a-41b0-9d0c-de1b5fdacd44
plutonium-239,ACTIVE,1,7ef7cb44-ac57-4da5-bb4d-cb066279435f
pneumatic systems,ACTIVE,1,a503b4f7-84ab-4d33-93bb-2b1f2367fa54
polyarylene ketones,ACTIVE,1,40cf6c80-fafd-4c1a-91bf-17af23a6f886
polyarylene sulphides,ACTIVE,1,02803139-6e02-4802-be11-384d213e6119
polybiphenylenethersulphone,ACTIVE,1,f27ff8ee-5cba-4af3-82a5-e61c3e29d23f
polymer materials,ACTIVE,1,4f532511-f960-410b-9b6a-38c28ff398cb
polymer production,ACTIVE,1,58701627-5131-4605-9fd4-e80bc141c006
porous nickels,ACTIVE,1,08ec77fb-4ed8-4574-a85d-2fc942eba397
portable incapacitating substance riot control devices,ACTIVE,1,1122b8af-2e4d-4bd8-a479-4ad100f8549d
portable incapacitating substance self-protection devices,ACTIVE,1,0853214e-2640-43d4-a1cf-9cac4e77598a
portable riot control electric-shock devices,ACTIVE,1,e3d02914-3e64-4e10-9f1a-3d7c67c64c53
portable self-protection electric-shock devices,ACTIVE,1,424c393e-4305-444b-8f79-6749ca600a06
potassium amide pumps,ACTIVE,1,0273089a-e9fe-4cc2-80e1-c9a76ba4dffa
potassium chloride,ACTIVE,1,d476d180-d809-4f61-92b9-83311ae5c502
power generation systems for marine vessels,ACTIVE,1,c7807bf2-3348-4164-935f-01f495640fc4
power plant and electricity production equipment,ACTIVE,1,83c8673b-0162-4173-a235-84020cb9e2e1
power supplies,ACTIVE,1,812b2aa5-e023-4b88-9d32-d1e4e27178d2
precious metals and diamonds,ACTIVE,1,8ff83efd-33bf-4ef4-a1c5-164af6930835
precision positioning tables,ACTIVE,1,ef5b9421-3a11-4f92-bc7b-daa6391badce
precision tracking systems,ACTIVE,1,2ebb805a-913c-43bb-b6fc-b06dcab066a2
precursors for energetic materials,ACTIVE,1,da28ddf4-5bbd-4978-99bc-d0c1e9584f20
pressure monitoring equipment,ACTIVE,1,035c2b78-7f76-4f15-95cd-9b75ce09528c
pressure sensors,ACTIVE,1,a5c986fd-39bf-41cb-ae03-d54f44862acd
pressure transducers,ACTIVE,1,46458de8-9016-4c50-b56c-7368ff8ae951
printed circuit board process equipment,ACTIVE,1,20f392b8-dd96-4a75-a9f2-8875f959f64f
process control equipment,ACTIVE,1,6bc3241b-b7ae-4af1-98a1-c3c4180f23bc
process prediction software,ACTIVE,1,b954b760-565a-4fb7-bbd0-f0cb6d110f22
processing equipment for hydrophone arrays,ACTIVE,1,befcf167-83e5-4ec6-ba39-5d1b6f232598
processing equipment for hydrophone cable systems,ACTIVE,1,24950dc4-8963-4c01-914e-9e15c98f9e75
production equipment for electronic components,ACTIVE,1,1a67dc27-d182-4166-9d8d-29d126497246
production facilities for guidance sets,ACTIVE,1,f8539d2b-d865-4cd5-a056-ccabec5768a0
products containing alpha-emitting radionuclide compounds,ACTIVE,1,1596bb74-1934-4e56-82f4-a0aac3f03989
products containing alpha-emitting radionuclide mixtures,ACTIVE,1,0f8154a1-951a-4f24-904e-a536316a4927
products containing alpha-emitting radionuclides,ACTIVE,1,3e9643e5-1e7c-47bc-bf92-f330173e4f49
products containing depleted uranium,ACTIVE,1,20aca9ec-0b82-4695-a16d-28135e80cc81
products containing enriched lithium,ACTIVE,1,0c2bd4f9-b2cd-492c-a8c7-4659c1831801
products containing enriched lithium alloys,ACTIVE,1,dce3c59e-aa97-482e-8ef4-dddd17a3a7ca
products containing enriched lithium compounds,ACTIVE,1,775f22e9-b8e1-4e13-adc1-4364e20bc00a
products containing enriched lithium manufactures,ACTIVE,1,f34328c5-0364-481a-9d4e-d7a059ac1369
products containing enriched lithium mixtures,ACTIVE,1,2c57c88f-f1d3-4b16-8c97-8cf960ebf2c5
products containing enriched uranium,ACTIVE,1,3460ea1b-496d-4691-9405-06ddd06559a6
products containing helium-3,ACTIVE,1,96b6d581-b4ea-4ba2-95e0-14bf07f70f60
products containing helium-3 mixtures,ACTIVE,1,707b2b17-ca03-4435-a600-b81fa989c3c9
products containing natural uranium,ACTIVE,1,aea4af73-8b5a-443a-80b5-20201511f6e1
products containing plutonium-239,ACTIVE,1,6bb91eea-039d-414b-bd18-dcf756709f8c
products containing radium-226,ACTIVE,1,836ed3fd-ef5d-4d73-9d93-f41664de5ab5
products containing radium-226 alloys,ACTIVE,1,cc6cbec6-6290-4629-a937-d3cb22d833d1
products containing radium-226 compounds,ACTIVE,1,67b0268c-144b-4e3c-917a-52b104d492f3
products containing radium-226 manufactures,ACTIVE,1,2bcd9b38-91a7-409b-9f0d-9dab1af350b4
products containing radium-226 mixtures,ACTIVE,1,65d273af-a675-4b56-9cad-9d6ad7731044
products containing thorium,ACTIVE,1,6d236a7a-b041-424d-a885-07d8de4dc818
products containing tritium,ACTIVE,1,176da434-6732-4c00-8bbd-557d4d6b912d
products containing tritium compounds,ACTIVE,1,ef069c97-4060-4bf9-8901-225ebff5a3e3
products containing tritium mixtures,ACTIVE,1,6553ed25-58d0-4702-b870-baafb248c3c1
products containing uranium-233,ACTIVE,1,a95b6e6f-d805-4c4f-a78d-dd7f591561bf
projectile launchers,ACTIVE,1,3437cdcb-23fc-4ef7-85ac-11e363f1bd9a
propellant production equipment,ACTIVE,1,0deb7494-e86f-4e6e-a0a0-a7c9016bb23d
propellant test equipment,ACTIVE,1,602987d1-c874-481a-b487-8e4231fe4415
propellants,ACTIVE,1,319ad1e2-c770-487f-ad6d-6835573caab3
propellers for marine vessels,ACTIVE,1,1e0bf18e-fb08-470d-9d58-40d1d4799b70
pulse-jet engines,ACTIVE,1,326804c4-5382-49da-9406-3618dfcaccca
pulse-jet/detonation engines,ACTIVE,0,f42aa2cf-db94-4fd3-b378-b8e6659b3015
pulsed electron accelerators,ACTIVE,1,fde90f19-43e1-447f-ba7e-48ead25bfe7c
pulsed liquid rocket engines,ACTIVE,1,dc461715-efa4-4629-99d9-eae416693d71
pumpjet propulsion systems,ACTIVE,1,3efe9f8f-df33-40ee-aea2-6cf8b44c8139
pumps,ACTIVE,1,c6c0bff9-4d3a-4235-afc6-37d8d4dbc4f0
pure gases,ACTIVE,1,9b1e219e-2d3f-4a53-85f0-479bc76323a1
pyrotechnics/fuels and related substances,ACTIVE,1,49137a9f-3d3e-4e40-8cd6-9491ee9ccdac
radar cross-section measurement systems,ACTIVE,1,e48b2ec1-9f66-48f6-87e6-dacf71f819ff
radar equipment,ACTIVE,1,1ec760d3-8d9a-4839-ab55-b49defb08580
radiation hardened TV camera lenses,ACTIVE,1,53dc36bb-db13-4181-bfc5-146d33824b8d
radiation hardened TV cameras,ACTIVE,1,00654d68-d6ac-4237-bfe0-bc41404a0e7b
radiation hardened computers,ACTIVE,1,2311ca1a-d139-48be-8642-b49e7099d7f9
radiation hardened detectors,ACTIVE,1,f9054d98-2e6e-4cb7-9546-9f3968b5bc42
radiation hardened integrated circuits,ACTIVE,1,ae793a5b-86d3-4b97-b421-a8140f1ff47b
radiation hardened telecommunications equipment,ACTIVE,1,b2f9f83e-00ce-4d69-9f3f-3750e98a06dc
radiation shielding windows,ACTIVE,1,ae308c50-93b5-4467-b1d8-1f945005e2b5
radio altimeters,ACTIVE,1,f2f2e5bd-cd44-4962-95b3-fc00ce50156d
radio equipment,ACTIVE,1,bed27df2-424f-492b-8fa7-d3acb2b27dcb
radio receivers,ACTIVE,1,a6610f3f-1907-435a-aff9-c03e4b8b0678
radioactive sources,ACTIVE,1,0fba4db2-a2f8-4995-8839-66cda8cdd664
radium-226,ACTIVE,1,401ae8f8-ebbb-4c91-ad14-ceb05798a5d3
radium-226 alloys,ACTIVE,1,1d08bb3e-a88b-46e0-b394-295a93137e28
radium-226 compounds,ACTIVE,1,e2cd687a-74a4-4a6c-af18-f40f701d5e24
radium-226 manufactures,ACTIVE,1,84b25708-22c7-4039-9ddd-6838c1036488
radium-226 mixtures,ACTIVE,1,28fc64a7-d938-418b-a224-c2903fe159a6
radomes,ACTIVE,0,66120c58-6e13-4d7f-9303-3c0827a156e2
ramjet engines,ACTIVE,1,3271ea43-76d5-4d5e-9b74-de94bb2552ec
rangefinding equipment,ACTIVE,1,e1e5d517-11ca-4183-a8dd-b4d37e286ce1
rare-earth metal doped fibres,ACTIVE,1,d4267520-645e-4fa5-8094-75ddc4a643db
re-entry vehicles,ACTIVE,1,aff67aaf-5472-4f23-8c66-24820acd315b
reactive materials,ACTIVE,1,e853fb55-08a1-43cb-a8da-7798834a7182
real-time oscilloscopes,ACTIVE,1,d49d0b10-7187-4dd3-99f5-089468d1cf2f
rebreathing swimming equipment,ACTIVE,1,ad873de5-a9fb-4027-80a9-65064c7265de
recognition/identification equipment,ACTIVE,1,9d38981a-4d0b-4d02-a6c5-466c07b12d6d
remote manipulators,ACTIVE,1,cb7a1f67-54d9-4223-8d73-b27f31b303a9
remote sensing imaging sensors,ACTIVE,1,9032f1b4-5a45-4e3e-94d9-8f9f85056320
resist materials,ACTIVE,1,95888c5c-598d-4780-a7f0-7c8bed3fbfd5
restraint chairs,ACTIVE,1,336f8b64-b41a-4523-a015-9fb6232f219c
rhenium,ACTIVE,1,a47d0441-3a1f-4e13-aa34-96c4a31e0dfa
rifle grenades,ACTIVE,1,7f340b1e-d9b5-467b-b8df-22ab09159c3c
rifles,ACTIVE,1,51e6c8fd-2675-4d58-b8cb-e58be3d372d8
riot control vehicles,ACTIVE,1,0287a995-34c3-4411-ac7d-b00b878a2589
robotic equipment,ACTIVE,1,6bd27683-00bd-4153-b114-a338485e9663
robotic equipment controllers,ACTIVE,1,7fd30ad4-08d9-4981-a68c-428db038b8e3
robotic equipment end-effectors,ACTIVE,1,bbf3ff9e-c2f0-470f-a957-548ea8fe9030
rocket interstages,ACTIVE,1,282ff6d2-ff38-41e1-badb-ff785d27b55d
rocket separation mechanisms,ACTIVE,1,ac8018f7-7981-40e6-8004-1472199b2624
rocket staging mechanisms,ACTIVE,1,6a5846b1-e5e7-4f2b-9543-697e20f1ad59
rocket structures,ACTIVE,1,abec2f73-62ef-4a4e-a015-49915b10348b
rocket system liquid propellant tanks,ACTIVE,1,56153477-5b87-4998-a755-21e6700d1a09
rocket system propellant tanks,ACTIVE,0,2af315be-7a28-4887-aad0-e6a2cd2ef43f
rotary position encoders,ACTIVE,1,ef3c6d86-1b1d-42c3-a3a4-b2b185572937
rotor assembly equipment,ACTIVE,1,23e5e1ed-0ad2-4f52-b36d-ded2185a36c8
rotor fabrication equipment,ACTIVE,1,9942f088-7a93-4ff1-a843-a27cbb919d74
scramjet engines,ACTIVE,1,2759cc19-8925-411f-8b1b-3107b2b8ce02
sealing compounds/materials,ACTIVE,1,7fe306f0-b277-42c8-95be-1914aee7e8da
seals,ACTIVE,1,f9d5e7a1-253e-4998-b4d5-c31ff3ba89db
semiconductor device test equipment,ACTIVE,1,91d6cac5-98ca-4038-a679-cdfbb3c1490c
semiconductor manufacturing equipment,ACTIVE,1,7251c3d8-18bb-4646-a442-9be819212d59
semiconductor production,ACTIVE,1,4213ca2a-7489-4dcd-aae0-10879ede0e40
semiconductor wafers,ACTIVE,1,19b6d267-7f0c-4751-a233-b14ef20c48f8
semiconductor wafers with epitaxial layers,ACTIVE,1,ef44f194-40d6-4e55-b1ec-b0ad01ec90b5
sensor integration equipment,ACTIVE,1,64d75db8-a10f-4d22-9ad1-033528003740
shackle boards/beds,ACTIVE,1,46a73454-bf8e-446d-bcb0-86c2c204335a
shackles,ACTIVE,1,1212f903-8106-4c08-8a07-1e08079298a9
shaped charges,ACTIVE,1,7d52e827-c7b3-4982-a916-8b9568e43e0b
shock mounts,ACTIVE,1,0ae929a8-e411-4bcd-8a73-ffec489caced
shotgun ammunition,ACTIVE,0,7b556c64-e20d-41e8-810a-bda7ab07b441
signal analysers,ACTIVE,1,1d4b2fbe-7f49-4bac-ae4e-47facb48f729
signal generators,ACTIVE,1,83d2f81d-c524-480e-b575-5a5287b1b7c5
signalling devices,ACTIVE,1,5a570bcd-d482-4cdb-9c9c-c066662267f2
signature suppression fittings/coatings/treatments for military use,ACTIVE,1,1cb0c560-3ee2-48af-b3cc-fb48b9f44c5a
small arms ammunition,ACTIVE,1,6bf56d99-e1b4-466b-8ead-d2be751e3d0d
small arms training equipment,ACTIVE,1,73c4b022-ab45-4f15-91f6-5e882eed9506
small waterplane area vessels,ACTIVE,1,de497a3b-a142-4e36-87f4-042a69259b66
smoke canisters,ACTIVE,1,d1b7113c-a9dc-432c-8050-04faaeb81fb2
smoke/gas/pyrotechnics projectors,ACTIVE,1,1fea7a43-91c2-4736-be27-266698653e4e
smoke/pyrotechnic ammunition,ACTIVE,1,660f6096-d71c-4b35-a7eb-946a936853d5
smooth-bore weapons,ACTIVE,1,089c6f8a-927a-451c-b498-25afe8549646
sniper rifles,ACTIVE,1,d91fa76e-ac8f-4b80-9fe8-c8814f7b18b2
software for FADEC systems,ACTIVE,1,1943952d-43ef-40ec-bcf2-b3ca4b7c3357
software for advanced telecommunication equipment,ACTIVE,1,2de5d921-a721-4053-a0ef-1059b0a57ec6
software for aero gas turbine engines,ACTIVE,1,6962c7f7-786c-40e4-a93c-2610d7b2474b
software for analysis of signature reduction,ACTIVE,1,5cd399a7-863d-4ef6-8c80-c0ef0f8a5f9c
software for composite materials,ACTIVE,1,b4714eee-d867-46ba-a4d7-42871438cbae
software for determining the effects of weapons,ACTIVE,1,08ca874e-849e-42c5-8854-25d18c5d09c2
software for digital computers,ACTIVE,1,3af7a581-5646-4388-a9dd-49296c6c31fa
software for diver location sonars,ACTIVE,1,84503101-f93a-4c64-91ab-64e3c538edb2
software for gravity gradiometers,ACTIVE,1,fabc2216-de01-4ba6-93bf-89f3f6cf6b2b
software for gravity meters,ACTIVE,1,425014d8-7469-425d-a231-2d7c0f225330
software for guidance sets,ACTIVE,1,8f88fdfd-ee1a-48a9-8e93-9c92a0d687da
software for imaging cameras,ACTIVE,1,f67ddf65-6e5d-44e7-beb2-1427b14ba2a9
software for intrusion software,ACTIVE,1,81615d21-a866-4136-b3cd-2d31bafda9f0
software for laminate materials,ACTIVE,1,a1f27a85-e92a-47fe-9c3f-36cdbc64f4ca
software for magnetic anomaly detection,ACTIVE,1,d5782dfa-f7ad-446d-9ce6-3ab32c9aee84
software for magnetic compensation systems,ACTIVE,1,8e4c2189-2e4a-406a-8c0b-46073e46c055
software for metal casting,ACTIVE,1,a9f70863-93bb-4e43-b4cb-9af466e25657
software for military offensive cyber operations,ACTIVE,1,59e49b99-e1e4-42e5-80a6-0488eb26231a
software for modelling engine flow,ACTIVE,1,d815bad0-ca9c-4de6-a348-f481192ade35
software for modelling/simulating military operation scenarios,ACTIVE,0,f5acc905-86e5-4e8e-a822-f8a2390c63fa
software for modelling/simulating/evaluating weapon systems,ACTIVE,1,be0ec9b5-fb0c-4af7-81ce-a8f85d662139
software for optimising equipment design,ACTIVE,1,a46500c9-26e6-4315-b0d2-01bfe2903887
software for parallel computing electronic assemblies,ACTIVE,1,e41e0c4b-c4a0-4cdc-a78d-fe03a2077f9b
software for post-flight processing of recorded data,ACTIVE,1,541d16db-f732-40be-9735-071c79412807
software for propellers for underwater noise reduction,ACTIVE,1,305fcadb-6745-47b0-a13f-3465bf61f50b
software for radomes,ACTIVE,1,220cb652-f60c-42e1-968a-2f7f39cbc2cd
software for restoring microcomputers/microprocessors,ACTIVE,0,172a9abb-6ec2-44ee-962a-fd16c01e5914
software for rocket/launch vehicle systems/components,ACTIVE,1,cb8a91d5-e01b-4b1c-9b52-3dc4cb256e03
software for semiconductor device manufacturing processes,ACTIVE,1,40e4dc13-0b5a-49c8-b2b6-45ba8e164be9
software for spacecraft payload and telemetry,ACTIVE,1,0c69b4d7-7aa0-4eca-b884-3aafff5aef99
software for testing aero gas turbine engines,ACTIVE,1,c6d54d67-d406-4c6b-bab2-1fd8ad56b2b0
software for the development/production/use of equipment or software specified in 5A002 or 5D002 of the Dual-Use Regulation other than 5A002a2 or 5D002c1,ACTIVE,0,ffcd16e7-d462-402b-b0a5-469809863a07
software for underwater electromagnetic receivers,ACTIVE,1,74b4d66e-3a87-4213-a44c-3f22ddecf7fb
software for weapon system software,ACTIVE,1,40d0d884-9698-467a-88e6-0d3c7a151278
solid rocket propulsion systems,ACTIVE,1,3c5973b9-f603-42b6-b937-dee3538a1e43
sonar log equipment,ACTIVE,1,8dbfce2d-8480-462b-a626-fe2b4534e8bf
sounding rockets,ACTIVE,1,221cc6b0-942d-43c7-aab8-bcb00ba3277a
source code for hybrid integrated systems,ACTIVE,1,e17f4233-d009-4675-8f13-0c029975922e
source code for inertial equipment,ACTIVE,1,2d686783-6367-4268-94ed-15fc83dbf5d5
space launch vehicles,ACTIVE,1,4436f454-d407-489d-b80a-46a557c9190c
space qualified components for optical systems,ACTIVE,1,b4d7ba3a-8627-430e-9e7c-4dcaf93833a6
space qualified focal plane arrays,ACTIVE,1,f1e2ec03-8204-45d1-8b3a-8332c5019993
space qualified solar devices,ACTIVE,1,9cfa9c3f-f18c-4f42-91f3-a718f8bf2aa1
space qualified solid state optical detectors,ACTIVE,1,bd663245-826c-4cc5-b944-e5715c9a0705
spacecraft,ACTIVE,1,582a3aef-09dd-4544-996d-0387829911d1
spacecraft altitude and orbit control systems,ACTIVE,1,d73d2426-3554-409a-b09b-1868402a25f5
spacecraft attitude and orbit control systems,ACTIVE,1,6c5f7582-1eb5-4998-9e88-1d543706857c
spacecraft buses,ACTIVE,1,de6e9b81-1ccb-48a4-867f-5ba7f9223aaf
spacecraft command and telemetry data handling systems,ACTIVE,1,d26fdc55-b2a8-4ee7-a174-27faf7f87a9d
spacecraft payload data handling systems,ACTIVE,1,e17b8eba-1038-47c1-bca8-7a3e481f8829
spacecraft payloads,ACTIVE,1,19e3bc7a-1976-4bb3-86db-15dbc477a010
spacecraft simulators,ACTIVE,1,1d5a2222-94fc-465c-8090-0426a5a103f2
spacecraft telemetry and telecommand equipment,ACTIVE,1,9a14cf5a-9361-4e00-864a-e8bf14e2d037
special support components for optical sensors,ACTIVE,1,ead25c11-d0ef-4cbe-a27c-c4fec3d13e18
spectrometers,ACTIVE,1,1b7fa72f-b63f-479c-aecd-e568c7dcdcba
spectrophotometers,ACTIVE,1,47984d26-ce67-4eca-abbf-725139a9a57a
spiked batons,ACTIVE,1,d2c54a6b-76be-4c6e-a722-b3edd808039c
spiked shields,ACTIVE,1,bccac4a7-bfae-48e1-9b1d-818249b29ae6
spin forming machines,ACTIVE,1,5fdab0e3-27b1-45a4-b531-27be5e3c8160
spit hoods,ACTIVE,1,864d7ec8-1a9e-4531-a746-12c3d41de70c
sporting guns,ACTIVE,1,be7aea1a-5fde-4533-b579-a5b352ca15d0
sporting shotguns,ACTIVE,1,e97ffe1a-d198-415d-98b6-93d2b191760b
spray booms,ACTIVE,1,3679741c-c1fc-4dbc-bccc-87dd14618a7c
spray cooling thermal management systems,ACTIVE,1,0fdaae49-72f2-4f9c-931e-2d9ae82329ef
